id,license_url,license_text,cc_license,cc_license_type,open_gov,custom_permanent,custom_temporary,custom_other,unknown,license_summary
1091,NA,"This article is made available via the PMC Open Access Subset for unrestricted re-use, except commercial resale, and analyses in any form or by any means with acknowledgment of the original source. These permissions are granted for the duration of the Covid-19 pandemic or until revoked in writing. Upon expiration of these permissions, PMC is granted a license to make this article available via PMC and Europe PMC, subject to existing copyright protections.",FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,custom_permanent
1092,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,custom_temporary
1093,NA,This article is made available via the PMC Open Access Subset for unrestricted RESEARCH re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,custom_temporary
1094,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and secondary analysis in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,custom_temporary
1095,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original source.
These permissions are granted for the duration of the World Health Organization (WHO)
declaration of COVID-19 as a global pandemic.",FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,custom_temporary
1096,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic.",FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,custom_temporary
1097,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original source.
These permissions are granted for the duration of the World Health Organization (WHO)
declaration of COVID-19 as a global pandemic.",FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,custom_temporary
1098,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic.",FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,custom_temporary
1099,NA,"This article is made available via the PMC Open Access Subset for unrestricted reuse and analyses in any form or by any means with acknowledgment of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic or until permissions are revoked in writing. Upon expiration of these permissions, PMC is granted a perpetual license to make this article available via PMC and Europe PMC, consistent with existing copyright protections.",FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,custom_permanent
1100,NA,"This article is made available via the PMC Open Access Subset for unrestricted
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the COVID-19 pandemic or until
permissions are revoked in writing. Upon expiration of these permissions, PMC is granted
a perpetual license to make this article available via PMC and Europe PMC, consistent
with existing copyright protections.",FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,custom_permanent
1101,NA,"This article is made available via the PMC Open Access Subset for unrestricted
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the COVID-19 pandemic or until
permissions are revoked in writing. Upon expiration of these permissions, PMC is granted
a perpetual license to make this article available via PMC and Europe PMC, consistent
with existing copyright protections.",FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,custom_permanent
1102,NA,"This article is made available via the PMC Open Access Subset for
                        unrestricted research re-use and secondary analysis in any form or by any
                        means with acknowledgement of the original source. These permissions are
                        granted for the duration of the World Health Organization (WHO) declaration
                        of COVID-19 as a global pandemic.",FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,custom_temporary
1103,NA,"This article is made available via the PMC Open Access Subset for
unrestricted re-use and analyses in any form or by any means with
acknowledgement of the original source. These permissions are granted for
the duration of the COVID-19 pandemic or until permissions are revoked in
writing. Upon expiration of these permissions, PMC is granted a perpetual
license to make this article available via PMC and Europe PMC, consistent
with existing copyright protections.",FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,custom_permanent
1104,NA,"This article is made available via the PMC Open Access Subset for
unrestricted research re-use and analyses in any form or by any means with
acknowledgement of the original source. These permissions are granted for the
duration of the World Health Organization (WHO) declaration of COVID-19 as a
global pandemic.",FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,custom_temporary
1105,NA,"This article is made available via the PMC Open Access Subset for
unrestricted research re-use and analyses in any form or by any means with
acknowledgement of the original source. These permissions are granted for
the duration of the World Health Organization (WHO) declaration of COVID-19
as a global pandemic.",FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,custom_temporary
1106,NA,"This article is made available via the PMC Open Access Subset for
unrestricted RESEARCH re-use and analyses in any form or by any
means with acknowledgement of the original source. These
permissions are granted for the duration of the World Health
Organization (WHO) declaration of COVID-19 as a global
pandemic.",FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,custom_temporary
1107,NA,"This article is made available via the PMC Open Access Subset for
                        unrestricted research re-use and secondary analysis in any form or by any
                        means with acknowledgement of the original source. These permissions are
                        granted for the duration of the World Health Organization (WHO) declaration
                        of COVID-19 as a global pandemic.",FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,custom_temporary
1108,NA,"This article is made available via the PMC Open Access Subset for
unrestricted re-use and analyses in any form or by any means with
acknowledgement of the original source. These permissions are granted for
the duration of the COVID-19 pandemic or until permissions are revoked in
writing. Upon expiration of these permissions, PMC is granted a perpetual
license to make this article available via PMC and Europe PMC, consistent
with existing copyright protections.",FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,custom_permanent
1109,NA,"This article is made available via the PMC Open Access Subset for
unrestricted research re-use and analyses in any form or by any means with
acknowledgement of the original source. These permissions are granted for the
duration of the World Health Organization (WHO) declaration of COVID-19 as a
global pandemic.",FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,custom_temporary
1110,NA,"This article is made available via the PMC Open Access Subset for
unrestricted research re-use and analyses in any form or by any means with
acknowledgement of the original source. These permissions are granted for
the duration of the World Health Organization (WHO) declaration of COVID-19
as a global pandemic.",FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,custom_temporary
1111,NA,"This article is made available via the PMC Open Access Subset for
unrestricted RESEARCH re-use and analyses in any form or by any
means with acknowledgement of the original source. These
permissions are granted for the duration of the World Health
Organization (WHO) declaration of COVID-19 as a global
pandemic.",FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,custom_temporary
1112,NA,"This article is made available via the
PMC Open Access Subset for unrestricted re-use and
analyses in any form or by any means with
acknowledgement of the original source. These
permissions are granted for the duration of the
COVID-19 pandemic or until permissions are revoked
in writing. Upon expiration of these permissions,
PMC is granted a perpetual license to make this
article available via PMC and Europe PMC,
consistent with existing copyright
protections.",FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,custom_permanent
1113,NA,"This article is made freely available for personal use in accordance with BMJ’s website terms and conditions for the duration of the covid-19 pandemic or until otherwise determined by BMJ. You may use, download and print the article for any lawful, non-commercial purpose (including text and data mining) provided that all copyright notices and trade marks are retained.",FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,custom_temporary
1114,NA,"This article is made freely available for use in accordance with BMJ's website terms and conditions for the duration of the covid-19 pandemic or until otherwise determined by BMJ. You may use, download and print the article for any lawful, non-commercial purpose (including text and data mining) provided that all copyright notices and trade marks are retained.",FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,custom_temporary
1115,NA,"This article is made freely available for use in accordance with BMJ's website terms and conditions for the duration of the COVID-19 pandemic or until otherwise determined by BMJ. You may use, download and print the article for any lawful, non-commercial purpose (including text and data mining) provided that all copyright notices and trade marks are retained.",FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,custom_temporary
1116,NA,"This article is made freely available for use in accordance with BMJ’s website terms and conditions for the duration of the covid-19 pandemic or until otherwise determined by BMJ. You may use, download and print the article for any lawful, non-commercial purpose (including text and data mining) provided that all copyright notices and trade marks are retained.",FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,custom_temporary
1117,NA,"This article is made freely available for use in accordance with BMJ’s
website terms and conditions for the duration of the covid-19 pandemic or until
otherwise determined by BMJ. You may use, download and print the article for any lawful,
non-commercial purpose (including text and data mining) provided that all copyright
notices and trade marks are retained.",FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,custom_temporary
1118,NA,"This article is made freely available for use in accordance with BMJâ€™s website terms and conditions for the duration of the covid-19 pandemic or until otherwise determined by BMJ. You may use, download and print the article for any lawful, non-commercial purpose (including text and data mining) provided that all copyright notices and trade marks are retained.",FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,custom_temporary
1119,NA,"This article is published and distributed under the terms of the Oxford University Press, Standard Journals Publication Model ( https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model )",FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,custom_other
1120,NA,"This article is published and distributed under the terms of the Oxford University Press, Standard Journals Publication Model ( https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model uri https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model )",FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,custom_other
1121,NA,"This article is published and distributed under the terms of the Oxford University Press, Standard Journals Publication Model ( https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model)",FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,custom_other
1122,NA,"This article is published and distributed under the terms of the Oxford University Press, Standard Journals Publication Model (https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model)",FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,custom_other
1123,NA,"This article is published and distributed under the terms of the Oxford University
Press, Standard Journals Publication Model (
https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model)",FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,custom_other
1124,NA,"This article is published and distributed under the terms of the Oxford University
Press, Standard Journals Publication Model (
https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model)",FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,custom_other
1125,NA,This article is published under license to BioMed Central Ltd.,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,custom_other
1126,NA,"This article is published under license to BioMed Central Ltd.  Open Acces  This article is distributed under the terms of the Creative Commons Attribution License which permits any use,distribution, and reproduction in any medium, provided the original author(s) and the source are credited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1127,NA,"This article is published under license to BioMed Central Ltd.  Open Access  This article is distributed under the terms of the Creative Commons Attribution License which permits any use, distribution and reproduction in any medium, provided the original author(s) and source are credited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1128,NA,"This article is published under license to BioMed Central Ltd.  Open Access  This article is distributed under the terms of the Creative Commons Attribution License which permits any use, distribution, and reproduction in any medium, provided the original author(s) and source are credited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1129,NA,"This article is published under license to BioMed Central Ltd.  Open Access  This article is distributed under the terms of the Creative Commons Attribution Noncommercial License which permits any noncommercial use, distribution, and reproduction in any medium, provided the original author(s) and source are credited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
1130,NA,"This article is published under license to BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (<url>http://creativecommons.org/licenses/by/2.0</url>), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1131,NA,"This article is published under license to BioMed Central Ltd. This is an open access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1132,NA,"This article is published under license to BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1133,NA,"This document may be redistributed and reused, subject to  certain conditions uri http://www.elsevier.com/wps/find/authorsview.authors/supplementalterms1.0 .",FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,custom_other
1134,NA,"This is a work of the U.S. Government and is not subject to copyright protection in the United States. This is an Open Access article, distributed under the terms of the Creative Commons Attribution licence ( http://creativecommons.org/licenses/by/4.0/ http://creativecommons.org/licenses/by/4.0/ ), which permits unrestricted re-use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1135,NA,This is a work of the US Government and is not subject to copyright protection within the United States. Published by Cambridge University Press,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,open_gov
1136,NA,This is a work of the US Government and is not subject to copyright protection within the United States. Published by Cambridge University Press on behalf of The Nutrition Society.,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,open_gov
1137,NA,This is a work of the US Government and is not subject to copyright protection within the United States. Published by Cambridge University Press on behalf of The Society for Healthcare Epidemiology of America,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,open_gov
1138,NA,This is a work of the US Government and is not subject to copyright protection within the United States. Published by Cambridge University Press on behalf of The Society for Healthcare Epidemiology of America.,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,open_gov
1139,NA,"This is an open-access article distributed under the terms of the Creative Commons Attribution-Non Commercial-No Derivatives License 4.0 (CCBY-NC-ND), where it is permissible to download and share the work provided it is properly cited. The work cannot be changed in any way or used commercially without permission from the journal.",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC-ND
1140,NA,"This is an open-access article distributed under the terms of the Creative Commons Attribution-NonCommercial-NoDerivatives License, which permits unrestricted reproduction and distribution, for non-commercial purposes only; and use and reproduction, but not distribution, of adapted material for non-commercial purposes only, provided the original work is properly cited.",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC-ND
1141,NA,"This is an open-access article distributed under the terms of the Creative Commons Attribution-Noncommercial-Share Alike 3.0 Unported, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY-NC-SA,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC-SA
1142,NA,"This is an open-access article distributed under the terms of the Creative Commons Attribution (CC-BY) Licence, which permits unrestricted
use, distribution, and reproduction in any medium, provided the original authors and source are cited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1143,NA,"This is an open-access article distributed under the terms of the Creative Commons Attribution (CC-BY) Licence, which permits unrestricted
use, distribution, and reproduction in any medium, provided the original authors and source are cited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1144,NA,"This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits distribution, and reproduction in any medium, provided the original author and source are credited. This license does not permit commercial exploitation without specific permission.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1145,NA,"This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1146,NA,"This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use,
distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1147,NA,"This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use,
distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1148,NA,"This is an open-access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/3.0/ uri http://creativecommons.org/licenses/by-nc/3.0/ ), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
1149,NA,This is an open-access article distributed under the terms of the Creative Commons CC-BY-NC 3.0 license.,TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
1150,NA,This is an open-access article distributed under the terms of the Creative Commons CC-BY-NC 3.0 License.,TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
1151,NA,"This is an open-access article licensed under a Creative Commons Attribution-NonCommercial 3.0 Unported License. The article may be redistributed, reproduced, and reused for non-commercial purposes, provided the original source is properly cited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
1152,NA,"This is an open access article distributed in accordance with the Creative Commons Attribution 4.0 Unported (CC BY 4.0) license, which permits others to copy, redistribute, remix, transform and build upon this work for any purpose, provided the original work is properly cited, a link to the licence is given, and any changes made are indicated. See:  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/ .",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1153,NA,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, any changes made are indicated, and the use is non-commercial. See:  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
1154,NA,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, any changes made are indicated, and the use is non-commercial. See:  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
1155,NA,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, any changes made are indicated, and the use is non-commercial. See:Â  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
1156,NA,This is an Open Access article distributed under the terms of the CC-BY-NC License (http://creativecommons.org/licenses/by-nc/3.0).,TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
1157,NA,"This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial 4.0 International License, permitting all non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
1158,NA,"This is an Open Access article distributed under the terms of the Creative Commons Attribution License ( http://creativecommons.org/licenses/by-nc/4.0/ http://creativecommons.org/licenses/by-nc/4.0/ ), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact  journals.permissions@oup.com",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1159,NA,"This is an Open Access article distributed under the terms of the Creative Commons Attribution License ( http://creativecommons.org/licenses/by/2.0 uri http://creativecommons.org/licenses/by/2.0 ), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1160,NA,"This is an Open Access article distributed under the terms of the Creative Commons Attribution License ( http://creativecommons.org/licenses/by/4.0/ http://creativecommons.org/licenses/by/4.0/ ), which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1161,NA,"This is an Open Access article distributed under the terms of the Creative Commons Attribution License ( http://creativecommons.org/licenses/by/4.0/ uri http://creativecommons.org/licenses/by/4.0/ ), which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact  journals.permissions@oup.com .",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1162,NA,"This is an open access article distributed under the terms of the Creative Commons Attribution License (<url>http://creativecommons.org/licenses/by/2.0</url>), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1163,NA,"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (<url>http://creativecommons.org/licenses/by/2.0</url>), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1164,NA,"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1165,NA,"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly credited. The Creative Commons Public Domain Dedication waiver (http://creativecommons.org/publicdomain/zero/1.0/) applies to the data made available in this article, unless otherwise stated.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1166,NA,"This is an Open Access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1167,NA,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/2.0/uk/ http://creativecommons.org/licenses/by-nc/2.0/uk/ ) which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
1168,NA,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/2.0/uk/ http://creativecommons.org/licenses/by-nc/2.0/uk/ ) which permits unrestricted non-commerical use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1169,NA,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/2.5 http://creativecommons.org/licenses/by-nc/2.5 ), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
1170,NA,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/2.5/uk/ http://creativecommons.org/licenses/by-nc/2.5/uk/ ) which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
1171,NA,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/3.0 uri http://creativecommons.org/licenses/by-nc/3.0 ) which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
1172,NA,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/3.0/ simple http://creativecommons.org/licenses/by-nc/3.0/ ), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact journals.permissions@oup.com",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
1173,NA,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/4.0/ simple http://creativecommons.org/licenses/by-nc/4.0/ ), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact journals.permissions@oup.com",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
1174,NA,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact  journals.permissions@oup.com .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
1175,NA,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0) which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
1176,NA,"This is an Open Access article distributed under the terms of the Creative Commons License ( http://creativecommons.org/licenses/by/4.0/ uri http://creativecommons.org/licenses/by/4.0/ ) which permits unrestricted use, distribution, and reproduction in any medium or format, provided the original work is properly cited.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY
1177,NA,"This is an Open Access article licensed under the Creative Commons Attribution-NonCommercial-4.0 International License (CC BY-NC) (http://www.karger.com/Services/OpenAccessLicense), applicable to the online version of the article only. Usage and distribution for commercial purposes requires written permission.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
1178,NA,"This is an Open Access article licensed under the terms of the Creative Commons Attribution-NonCommercial 3.0 Unported license (CC BY-NC) (www.karger.com/OA-license), applicable to the online version of the article only. Distribution permitted for non-commercial purposes only.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC
1179,NA,This is an open access article published under the terms of a Creative Commons License.,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,CC-unknown
1180,NA,This is an open access article under the CC BY-NC-ND license ( http://creativecommons.org/licenses/by-nc-nd/4.0/ uri http://creativecommons.org/licenses/by-nc-nd/4.0/ ),TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC-ND
1181,NA,This is an open access article under the CC BY-NC-ND license ( http://creativecommons.org/licenses/by-nc-nd/4.0/ uri http://creativecommons.org/licenses/by-nc-nd/4.0/ ).,TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC-ND
1182,NA,This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/3.0/).,TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE,CC-BY-NC-ND
