pmcid,pmid
PMC7917172,33646498
PMC7917171,33646508
PMC7917170,33646447
PMC7917169,33646520
PMC7917168,33681698
PMC7917167,33646523
PMC7917166,33679209
PMC7917165,33646438
PMC7917024,0
PMC7917023,33681708
PMC7917022,33646507
PMC7917021,33680214
PMC7917004,33641677
PMC7917003,33679114
PMC7916998,0
PMC7916997,33641673
PMC7916996,34693312
PMC7916995,33644829
PMC7916994,33641662
PMC7916993,33641669
PMC7916992,33679124
PMC7930518,33686360
PMC7917541,33681699
PMC7917540,33678927
PMC7917539,33679100
PMC7917538,33648592
PMC7917536,33681696
PMC7917534,33648602
PMC7917531,33648563
PMC7917527,33680215
PMC7917521,33646409
PMC7917520,33648589
PMC7914393,33678934
PMC7914392,33640999
PMC7914391,33641054
PMC7914390,33681697
PMC7914389,33641027
PMC7914388,33641044
PMC7914387,33641061
PMC7914386,33679277
PMC7914385,0
PMC7914122,0
PMC7914121,33640992
PMC7914120,33641023
PMC7914119,33678919
PMC7914118,33680280
PMC7914117,33640032
PMC7914116,33678950
PMC7914114,33679113
PMC7914113,33641028
PMC7970821,33758575
PMC7919620,33650025
PMC7917530,33678820
PMC7917523,33678819
PMC7914115,33678949
PMC7914049,33681695
PMC7914048,33641077
PMC7914047,33680701
PMC7914046,33641003
PMC7914045,33641087
PMC7914044,0
PMC7914043,33639976
PMC7914042,34764588
PMC7914041,33641008
PMC7914040,0
PMC7914039,33641012
PMC7914038,33641102
PMC7914037,33641013
PMC7914036,33680477
PMC7914035,33639869
PMC7914034,33641020
PMC7913048,33639987
PMC7913047,33681706
PMC7913046,33639988
PMC7913045,33638671
PMC7913044,33640006
PMC7913043,33638708
PMC7913042,33680211
PMC7913037,33638660
PMC7912974,33638789
PMC7912973,33678932
PMC7912971,0
PMC7912970,33639920
PMC7912969,33679269
PMC7912968,33639833
PMC7912967,33639881
PMC7912966,33638722
PMC7912965,33679206
PMC7912964,33638758
PMC7912960,33639973
PMC7912958,33639904
PMC7912866,33639889
PMC7912536,33640031
PMC7912490,33639873
PMC7912468,33639966
PMC7912459,33639998
PMC7910804,33679964
PMC7910800,33638680
PMC7910799,33638807
PMC7910795,33639861
PMC7910794,0
PMC7910793,33639979
PMC7910791,0
PMC7910790,33681707
PMC7910789,33639946
PMC7910788,33680713
PMC7910787,33639951
PMC7910785,33639993
PMC7910784,33639884
PMC7910782,33639964
PMC7910781,33680447
PMC7910777,33679275
PMC7910776,33639863
PMC7910775,33679013
PMC7910773,33639862
PMC7910771,33639996
PMC7910769,33640005
PMC7910765,33638806
PMC7910764,33638752
PMC7910763,0
PMC7910759,33639956
PMC7910758,33640905
PMC7910755,33679280
PMC7910201,33638008
PMC7910199,33638064
PMC7910198,33638098
PMC7910197,33680337
PMC7910196,33638662
PMC7910195,33638061
PMC7909868,0
PMC7908051,0
PMC7908050,0
PMC7907324,0
PMC7907323,0
PMC7907322,0
PMC7907321,0
PMC7907320,0
PMC7907318,0
PMC7907316,0
PMC7907315,0
PMC7907314,0
PMC7907312,0
PMC7907310,0
PMC7907307,0
PMC7907306,0
PMC7907305,0
PMC7907304,0
PMC7907303,0
PMC7907302,0
PMC7907301,0
PMC7984604,0
PMC7984580,0
PMC7984579,0
PMC7984577,0
PMC7984575,0
PMC7984573,0
PMC7984572,0
PMC7984569,0
PMC7984568,0
PMC7984567,0
PMC7984565,0
PMC7984563,0
PMC7984562,0
PMC7984561,0
PMC7984560,0
PMC7984558,0
PMC7984556,0
PMC7984555,0
PMC7984554,0
PMC7984553,0
PMC7984551,0
PMC7984550,0
PMC7984549,0
PMC7984548,0
PMC7984545,0
PMC7984542,0
PMC7984541,0
PMC7984535,0
PMC7984532,0
PMC7984531,0
PMC7984529,0
PMC7984528,0
PMC7941399,0
PMC7941398,0
PMC7941393,0
PMC7941392,0
PMC7941389,0
PMC7941357,0
PMC7941350,0
PMC7910200,33638080
PMC7909946,33638014
PMC7909945,33638047
PMC7909758,33680703
PMC7909738,33638072
PMC7909737,33638003
PMC7909736,33638122
PMC7909735,33638004
PMC7909734,33680339
PMC7909733,33638102
PMC7909732,33679281
PMC7909731,33638018
PMC7909730,33637101
PMC7909380,33638134
PMC7909379,33637705
PMC7909378,33637951
PMC7909377,33638005
PMC7909376,34790944
PMC7909375,33638116
PMC7909374,33637112
PMC7909373,33638133
PMC7909372,33637076
PMC7909371,33637957
PMC7909370,33637952
PMC7909369,33638097
PMC7909368,33637950
PMC7909367,33679252
PMC7908964,33637919
PMC7908963,33638057
PMC7908962,33637927
PMC7908961,0
PMC7908960,34790943
PMC7908959,0
PMC7908958,33637926
PMC7908957,33635422
PMC7908956,33637896
PMC7908955,33638023
PMC7908954,33637891
PMC7908953,0
PMC7908952,33654331
PMC7908951,33654343
PMC7908950,33637903
PMC7908949,33637893
PMC7908948,33637894
PMC7908947,33654480
PMC7908946,33635533
PMC7908945,33638028
PMC7908944,33638124
PMC7908943,33637920
PMC7908942,33637892
PMC7908941,33638012
PMC7908940,33635446
PMC7908939,33637895
PMC7908938,0
PMC7908937,33637908
PMC7908936,33635372
PMC7908935,33635496
PMC7908526,33635463
PMC7908525,33637055
PMC7908524,33635470
PMC7908523,33654334
PMC7908522,33637054
PMC7908012,33637075
PMC7908011,33637062
PMC7908010,33637708
PMC7908009,33637044
PMC7908008,33637100
PMC7908007,33654682
PMC7908006,33637114
PMC7908005,33635495
PMC7908004,0
PMC7908003,33637124
PMC7908002,33635365
PMC7908001,33637681
PMC7908000,33637679
PMC7907797,0
PMC7907796,33654683
PMC7907795,33635443
PMC7907794,33637958
PMC7907793,33637131
PMC7907792,0
PMC7907791,33637134
PMC7907790,33654457
PMC7907789,0
PMC7907788,33637126
PMC7907787,0
PMC7907786,33654477
PMC7907785,33637960
PMC7907784,33637125
PMC7907783,33637133
PMC7907666,33635355
PMC7907665,33635508
PMC7907664,33635399
PMC7907663,33635367
PMC7907661,0
PMC7907347,33654338
PMC7907319,33637080
PMC7907317,0
PMC7907313,33635455
PMC7907311,33654479
PMC7907309,33654458
PMC7907308,33637070
PMC7906884,0
PMC7906830,33634394
PMC7906829,33634407
PMC7906828,33654348
PMC7906827,33634346
PMC7906769,0
PMC7906768,0
PMC7906767,0
PMC7906766,33632267
PMC7906765,33654657
PMC7906764,0
PMC7906763,0
PMC7906762,0
PMC7906761,33655020
PMC7906760,0
PMC7906759,0
PMC7893624,0
PMC7893619,0
PMC7893617,0
PMC7893616,0
PMC7893615,0
PMC7893614,0
PMC7892723,0
PMC7892706,0
PMC7890787,33619415
PMC7890780,33619416
PMC7890774,33619418
PMC7890772,33619417
PMC7883327,0
PMC7881337,0
PMC7881318,0
PMC7881312,0
PMC7881299,0
PMC7921288,33679901
PMC7907662,33654326
PMC7906573,33634402
PMC7906572,33654342
PMC7906571,33634403
PMC7906570,33634336
PMC7906245,33634347
PMC7906244,33634345
PMC7906243,33634413
PMC7906242,33634416
PMC7906241,33632318
PMC7906088,33634435
PMC7906087,33632273
PMC7906086,33632295
PMC7906085,33654347
PMC7906084,33634367
PMC7906083,33632247
PMC7906082,33632296
PMC7906081,33634388
PMC7905985,33632278
PMC7905984,33630134
PMC7905983,33827397
PMC7905982,33632249
PMC7905981,33632169
PMC7905980,33632250
PMC7905979,33654483
PMC7905977,33654456
PMC7905976,33633312
PMC7905975,33630228
PMC7905974,33632207
PMC7905973,33632171
PMC7905972,0
PMC7905971,0
PMC7905970,33632259
PMC7905969,0
PMC7905968,33630220
PMC7905967,33632147
PMC7905966,33632138
PMC7905965,33827403
PMC7905964,34778710
PMC7905775,33649706
PMC7905773,33649744
PMC7905772,33649695
PMC7905771,33649740
PMC7905770,33632315
PMC7905769,33633335
PMC7905768,33632137
PMC7905767,33630183
PMC7905766,33632166
PMC7905765,33649714
PMC7905764,33632143
PMC7905763,33630167
PMC7905762,33649745
PMC7905761,33632148
PMC7905760,33632340
PMC7905759,33630278
PMC7905758,0
PMC7905757,33630147
PMC7905756,0
PMC7905755,33632275
PMC7905754,0
PMC7905753,0
PMC7905431,33632244
PMC7905430,33632341
PMC7905429,33632176
PMC7905428,33632312
PMC7905427,33630096
PMC7905426,33630106
PMC7905425,33949636
PMC7905424,33838626
PMC7905423,33630274
PMC7905422,33632329
PMC7905421,33632175
PMC7905420,33632271
PMC7905419,33632286
PMC7905418,33649716
PMC7905202,33649692
PMC7905201,33649694
PMC7905200,33630198
PMC7905199,33630270
PMC7905198,33630239
PMC7905197,33649710
PMC7905196,33633321
PMC7905195,33630276
PMC7905194,33630259
PMC7905193,33632342
PMC7905016,33630258
PMC7905015,33632313
PMC7905014,33632261
PMC7905013,33649699
PMC7904512,33629121
PMC7904511,33649691
PMC7904510,33707363
PMC7904509,33629143
PMC7904508,33627087
PMC7904507,33649690
PMC7904506,33629148
PMC7904393,33629204
PMC7904392,33629124
PMC7904391,33629270
PMC7904390,33629269
PMC7904321,0
PMC7904320,33627143
PMC7881338,33613783
PMC7881335,33613782
PMC7881315,33613784
PMC7881311,33613781
PMC7881300,33613780
PMC7978901,0
PMC7978888,0
PMC7978870,0
PMC7978867,0
PMC7978860,0
PMC7978851,0
PMC7978848,0
PMC7978835,0
PMC7978811,0
PMC7978809,0
PMC7978807,0
PMC7978801,0
PMC7978792,0
PMC7978791,0
PMC7978780,0
PMC7978779,0
PMC7978727,0
PMC7978712,0
PMC7978668,0
PMC7978667,0
PMC7904298,33627170
PMC7904297,33649713
PMC7904296,33629254
PMC7904295,33629266
PMC7904294,33629267
PMC7904240,33629236
PMC7904239,33629209
PMC7904238,33629144
PMC7904236,33649712
PMC7904038,33629225
PMC7904036,33627775
PMC7904035,33629195
PMC7904034,33629156
PMC7904033,33629117
PMC7904032,33627850
PMC7904031,33629220
PMC7904030,33627848
PMC7904029,33649698
PMC7904028,33649703
PMC7903935,33649739
PMC7903934,33627191
PMC7903933,0
PMC7903932,33627876
PMC7903931,33627086
PMC7903930,33627097
PMC7903929,33627160
PMC7903928,0
PMC7903927,33625685
PMC7903874,34778824
PMC7903873,33625602
PMC7903872,33625540
PMC7903871,33625679
PMC7903870,33625667
PMC7903869,33649702
PMC7903868,33625710
PMC7903867,33627182
PMC7903866,33625669
PMC7903865,33625553
PMC7903864,33627824
PMC7903411,33643765
PMC7903408,33643491
PMC7903407,0
PMC7903406,33627115
PMC7903405,33625637
PMC7903404,33627116
PMC7903403,33625554
PMC7903402,33627114
PMC7903401,33627183
PMC7903400,33627069
PMC7903399,33627803
PMC7903398,33627155
PMC7903397,33627072
PMC7903396,0
PMC7903395,33627194
PMC7903394,33627079
PMC7903378,33627186
PMC7903377,33627184
PMC7903376,0
PMC7903375,33627118
PMC7903374,33627195
PMC7903373,33627147
PMC7903372,33642852
PMC7903371,33627073
PMC7903370,33627063
PMC7903369,33627169
PMC7903368,0
PMC7903367,33625564
PMC7903366,0
PMC7903365,33625686
PMC7903220,33642652
PMC7903219,33642663
PMC7903218,34720484
PMC7903217,33625661
PMC7903216,33627822
PMC7903215,33642622
PMC7903214,33627835
PMC7903213,33625535
PMC7903212,33627172
PMC7903211,33644781
PMC7903210,33625604
PMC7903209,33625582
PMC7903208,0
PMC7903207,0
PMC7903206,33642610
PMC7903205,33643482
PMC7903039,0
PMC7903038,33642657
PMC7903037,33627817
PMC7903036,33643777
PMC7903035,33627758
PMC7903034,33627089
PMC7903033,33627159
PMC7903032,33627158
PMC7903031,0
PMC7903030,33627167
PMC7903029,33625612
PMC7903028,33627122
PMC7903027,33642919
PMC7903026,33643658
PMC7903025,33627153
PMC7903024,33643776
PMC7903023,33627154
PMC7903022,33625613
PMC7903021,0
PMC7903020,33627833
PMC7902754,33642943
PMC7902753,33627111
PMC7902242,33625681
PMC7902241,33624124
PMC7902240,33625621
PMC7902180,33642936
PMC7902179,33624188
PMC7902178,33624152
PMC7902091,33643775
PMC7902089,33624231
PMC7902088,33624222
PMC7883549,0
PMC7883531,0
PMC7970818,33620583
PMC7902090,33624183
PMC7901867,33624244
PMC7901866,33624167
PMC7901865,33642839
PMC7901864,33624257
PMC7901863,33624189
PMC7901862,33624256
PMC7901861,33643686
PMC7901795,33642958
PMC7901794,33622349
PMC7901793,0
PMC7901681,33624260
PMC7901680,33624270
PMC7901678,33643475
PMC7901677,33624210
PMC7901676,33642962
PMC7901675,33624262
PMC7901674,33642676
PMC7901515,33624170
PMC7901514,33643779
PMC7901513,33620712
PMC7901512,33622392
PMC7901511,33624143
PMC7901510,33622371
PMC7901509,33620715
PMC7901508,33620627
PMC7901507,33620626
PMC7901506,33620613
PMC7901505,33643544
PMC7901504,33620622
PMC7901503,33620633
PMC7901172,33643451
PMC7901171,0
PMC7901170,33620506
PMC7901169,33620661
PMC7901168,0
PMC7901167,33622318
PMC7901166,33642955
PMC7901165,33620520
PMC7901164,0
PMC7901163,33623123
PMC7901162,33620659
PMC7901161,33623129
PMC7901009,33622325
PMC7901008,33622344
PMC7901006,33622373
PMC7901005,33622279
PMC7901004,33622402
PMC7900803,33642705
PMC7900802,33620687
PMC7900801,33620610
PMC7900800,33620536
PMC7900799,33622413
PMC7900798,33622396
PMC7900797,33620704
PMC7900796,33620505
PMC7900795,33620677
PMC7900654,33623109
PMC7900653,0
PMC7900652,33620692
PMC7900649,33620696
PMC7900648,0
PMC7900647,33620681
PMC7900646,0
PMC7900381,33642897
PMC7900379,33620597
PMC7900378,33620680
PMC7899935,33618732
PMC7899797,33619668
PMC7899796,33619700
PMC7899795,33643685
PMC7899794,33619593
PMC7899793,33618741
PMC7899740,34888549
PMC7899739,33619688
PMC7899736,33643684
PMC7887717,0
PMC7887716,0
PMC7887713,0
PMC7977487,33758744
PMC7899622,33644780
PMC7899621,0
PMC7899210,33618659
PMC7899209,33618657
PMC7899208,0
PMC7899207,33619650
PMC7899206,33642619
PMC7899205,33643541
PMC7899200,33642618
PMC7899199,33642836
PMC7899198,33619672
PMC7899197,33642620
PMC7899075,33644262
PMC7899074,33616801
PMC7899073,33642665
PMC7899072,33616813
PMC7899071,33643687
PMC7899070,33616858
PMC7899069,33619605
PMC7899068,33616812
PMC7899067,33616884
PMC7899059,33616865
PMC7899058,33643420
PMC7899057,33643545
PMC7899056,33616729
PMC7899054,33616771
PMC7898597,33642940
PMC7898499,33642964
PMC7898497,34977593
PMC7898496,33643763
PMC7898495,33618742
PMC7898494,34720483
PMC7898493,33616681
PMC7898492,33616696
PMC7898491,33616759
PMC7898490,33616811
PMC7898262,0
PMC7898261,33616695
PMC7898259,33618769
PMC7898258,33642617
PMC7898257,33644692
PMC7898256,33618765
PMC7898255,0
PMC7898254,33618708
PMC7898252,33618718
PMC7898251,33616693
PMC7898250,0
PMC7898249,33642612
PMC7898248,33643477
PMC7898247,33643478
PMC7898246,33643479
PMC7898028,33644691
PMC7898027,33642659
PMC7898026,33618668
PMC7898025,33616781
PMC7898024,33616893
PMC7898023,33616677
PMC7898017,33616878
PMC7898016,33642678
PMC7898015,33642699
PMC7898014,33618727
PMC7898013,33643762
PMC7898012,33616804
PMC7898011,0
PMC7898010,33642698
PMC7897897,33616725
PMC7897896,33618677
PMC7897895,33616821
PMC7897894,33618770
PMC7897893,33616740
PMC7897892,33618760
PMC7897891,33618717
PMC7897890,33618688
PMC7897889,33616892
PMC7897888,33618753
PMC7897887,33618696
PMC7897886,33618711
PMC7897885,33618736
PMC7897884,33618735
PMC7897883,33618678
PMC7897882,33616816
PMC7897881,33642851
PMC7897880,33616876
PMC7897879,33618660
PMC7897878,33618699
PMC7897877,33619245
PMC7897876,33619243
PMC7897875,33618663
PMC7897737,33616739
PMC7897736,33642850
PMC7897735,0
PMC7897734,0
PMC7897733,33644261
PMC7897732,33616881
PMC7897731,33616766
PMC7897730,33616867
PMC7897729,33618775
PMC7897728,33642966
PMC7897727,33616747
PMC7897726,33616830
PMC7897556,33642697
PMC7897554,33616686
PMC7897553,0
PMC7897552,0
PMC7897522,33642968
PMC7897516,33612113
PMC7897515,33615425
PMC7885986,33612984
PMC7885985,33612985
PMC7885980,33612986
PMC7881349,0
PMC7881340,0
PMC7881339,0
PMC7881334,0
PMC7881316,0
PMC7881310,0
PMC7881304,0
PMC7881303,0
PMC7881302,0
PMC7879402,0
PMC7879398,0
PMC7879397,0
PMC7876980,0
PMC7876979,0
PMC7876977,0
PMC7876976,0
PMC7970822,33758625
PMC7897460,33612111
PMC7897458,33643542
PMC7897457,33612830
PMC7897418,33643494
PMC7897417,33611680
PMC7897416,33611657
PMC7897365,33643481
PMC7897364,33643419
PMC7897363,33612824
PMC7897362,33643476
PMC7897361,33611684
PMC7897360,33612122
PMC7897359,33611630
PMC7897358,33611656
PMC7897357,33642702
PMC7897356,33611679
PMC7896879,33643778
PMC7896878,33611766
PMC7896877,33644690
PMC7896876,33611686
PMC7896875,33611765
PMC7903040,33642613
PMC7900380,33643769
PMC7896874,33611660
PMC7896833,33611614
PMC7896832,0
PMC7896831,33611661
PMC7896830,0
PMC7896829,33611755
PMC7896828,33611610
PMC7896827,33611677
PMC7896826,33644694
PMC7896825,33611671
PMC7896553,33611748
PMC7896552,0
PMC7896551,33643764
PMC7896550,34554503
PMC7896549,33609198
PMC7896547,33609237
PMC7896546,33609191
PMC7896545,33610182
PMC7896544,33609255
PMC7896543,33642963
PMC7896542,0
PMC7896182,33642649
PMC7896181,33642651
PMC7896180,33643480
PMC7896179,33643612
PMC7896178,33609155
PMC7896177,33642640
PMC7896176,33642650
PMC7896175,33642645
PMC7896174,33642838
PMC7896173,33642648
PMC7896172,33642647
PMC7896171,0
PMC7896170,33642837
PMC7896169,33642642
PMC7896167,33609210
PMC7896166,33643493
PMC7896165,33642646
PMC7896164,33642644
PMC7896163,33642641
PMC7896162,33610171
PMC7896161,33609251
PMC7896159,33642643
PMC7895745,33608800
PMC7895744,33642701
PMC7895743,33609220
PMC7895742,33610192
PMC7895741,33608839
PMC7895740,33608850
PMC7895739,0
PMC7895738,34934225
PMC7895737,33608834
PMC7895736,33609229
PMC7895735,33737495
PMC7895734,0
PMC7895733,0
PMC7892758,0
PMC7892757,0
PMC7892756,0
PMC7892755,0
PMC7892754,0
PMC7892753,0
PMC7892752,0
PMC7892751,0
PMC7892750,0
PMC7892749,0
PMC7892725,0
PMC7892724,0
PMC7892721,0
PMC7892719,0
PMC7892718,0
PMC7892717,0
PMC7892716,0
PMC7892715,0
PMC7892712,0
PMC7892711,0
PMC7892710,0
PMC7892709,0
PMC7892708,0
PMC7892704,0
PMC7892703,0
PMC7892702,0
PMC7892701,0
PMC7892694,0
PMC7895512,33608776
PMC7895511,33608752
PMC7895510,33608786
PMC7895509,33608748
PMC7895508,33607989
PMC7894972,33642621
PMC7894971,33608823
PMC7894970,33608838
PMC7894969,33608811
PMC7894614,0
PMC7894611,33608818
PMC7894610,33644693
PMC7894609,33608855
PMC7894608,0
PMC7894253,33606106
PMC7894251,33643757
PMC7894242,33608819
PMC7894241,0
PMC7894240,33606112
PMC7894239,33606115
PMC7894238,33608030
PMC7894237,33608746
PMC7894236,33606038
PMC7894235,33608053
PMC7894234,33608058
PMC7894233,33643683
PMC7894232,33608864
PMC7894231,0
PMC7894230,33608644
PMC7894229,33642957
PMC7894228,33643543
PMC7893847,33643516
PMC7893846,33643473
PMC7893845,33606083
PMC7893844,33642658
PMC7893843,33606120
PMC7893842,33607949
PMC7893841,33608627
PMC7893840,33606247
PMC7893839,33642845
PMC7893838,33642846
PMC7893837,33642848
PMC7893835,33643492
PMC7893834,33642847
PMC7893833,33642849
PMC7893832,33606157
PMC7893626,33623863
PMC7893625,33608655
PMC7893623,33608656
PMC7893622,34778709
PMC7893620,0
PMC7893618,0
PMC7893382,0
PMC7893381,33606118
PMC7893380,33606077
PMC7893379,33623186
PMC7893378,33608023
PMC7893377,33608042
PMC7893376,33606167
PMC7893375,33606053
PMC7893374,33623537
PMC7893134,33623526
PMC7893133,33623712
PMC7893132,33608052
PMC7893131,33608636
PMC7893130,33607939
PMC7893129,0
PMC7892761,33608027
PMC7892760,33606143
PMC7892759,33607972
PMC7892722,33606111
PMC7892720,33606199
PMC7892714,0
PMC7892713,33606110
PMC7892707,0
PMC7892705,33607958
PMC7892700,33606070
PMC7892327,33604698
PMC7892326,33604758
PMC7892325,33606069
PMC7892324,33607952
PMC7892323,33623353
PMC7892322,0
PMC7892290,0
PMC7892289,33602244
PMC7891928,0
PMC7891927,0
PMC7891926,0
PMC7891925,0
PMC7891924,0
PMC7891923,0
PMC7891922,0
PMC7891921,0
PMC7891920,0
PMC7876659,0
PMC7876658,0
PMC7891814,33623481
PMC7891812,33623185
PMC7891806,33602258
PMC7891805,33602224
PMC7891804,33604808
PMC7891490,33604816
PMC7891489,33602188
PMC7891488,33603211
PMC7891487,33604760
PMC7891486,33623356
PMC7891485,33603215
PMC7891484,33602128
PMC7891483,33604836
PMC7891482,33604807
PMC7891481,33602275
PMC7891480,33604809
PMC7891479,33603213
PMC7891478,33602257
PMC7891476,33623817
PMC7891475,0
PMC7891474,33604873
PMC7891473,33602326
PMC7891472,33602913
PMC7891471,33603214
PMC7891470,33604795
PMC7891469,33604818
PMC7891468,33623729
PMC7891467,33604822
PMC7891466,33623352
PMC7891465,33602296
PMC7891124,33623184
PMC7891123,33623478
PMC7891122,33623183
PMC7891121,33623865
PMC7891120,33602215
PMC7891119,33599782
PMC7891118,33602239
PMC7891117,33623932
PMC7891116,33604766
PMC7891115,33604688
PMC7891114,33604732
PMC7891113,33602202
PMC7891112,0
PMC7890796,33599806
PMC7890788,0
PMC7890786,33619453
PMC7890785,33599858
PMC7890784,0
PMC7890783,33599900
PMC7890782,0
PMC7890781,33602157
PMC7890779,33599848
PMC7890778,33619434
PMC7890777,33619423
PMC7890776,0
PMC7890775,33599968
PMC7890773,33602250
PMC7890771,33602149
PMC7890770,0
PMC7890769,0
PMC7890768,33619435
PMC7890767,33599940
PMC7890544,33599835
PMC7890542,33603149
PMC7890541,33619430
PMC7890540,33602259
PMC7890539,33619420
PMC7890538,33599879
PMC7890397,33619428
PMC7890395,33602315
PMC7890394,0
PMC7890393,33599967
PMC7890392,33619463
PMC7890391,33619422
PMC7890390,33603221
PMC7890389,0
PMC7890388,33602323
PMC7890387,33602245
PMC7890386,33602171
PMC7890385,33619421
PMC7890384,33619462
PMC7890383,33619446
PMC7890382,33602112
PMC7890381,33602281
PMC7890106,33603116
PMC7890105,33602211
PMC7890104,0
PMC7890103,33602939
PMC7890102,33599906
PMC7890101,0
PMC7890100,33602164
PMC7890099,33602920
PMC7889713,33602138
PMC7889712,33599833
PMC7889711,33602152
PMC7889710,33602255
PMC7889709,33602206
PMC7889708,33619425
PMC7889707,0
PMC7889706,33599898
PMC7889705,33602337
PMC7889704,33599910
PMC7889703,33599922
PMC7889702,33602147
PMC7889701,33619447
PMC7889700,33599809
PMC7889474,33598806
PMC7889473,33598824
PMC7889472,33598881
PMC7889414,0
PMC7889413,33598832
PMC7889412,33619445
PMC7889411,33619431
PMC7889410,33619444
PMC7889409,33598871
PMC7889408,33598879
PMC7889308,0
PMC7889306,33598718
PMC7889305,33619413
PMC7889304,0
PMC7889303,0
PMC7889302,0
PMC7889301,0
PMC7889300,33598885
PMC7889299,0
PMC7889298,0
PMC7884603,33591505
PMC7884602,33591510
PMC7884601,33591495
PMC7884600,33591513
PMC7884599,33591498
PMC7878655,0
PMC7878654,0
PMC7878653,0
PMC7878652,0
PMC7878651,0
PMC7878650,0
PMC7878649,0
PMC7878648,0
PMC7871944,0
PMC7890396,33599800
PMC7889059,33596838
PMC7889058,33598818
PMC7889057,33598894
PMC7889056,0
PMC7889055,33598782
PMC7888700,33619432
PMC7888697,33596977
PMC7888696,33596820
PMC7888695,33598880
PMC7888694,33619433
PMC7888693,33596931
PMC7888692,0
PMC7888691,33619443
PMC7888690,33596954
PMC7888532,0
PMC7888531,33619436
PMC7888530,33619427
PMC7888527,33598851
PMC7888282,34764587
PMC7888281,0
PMC7888280,33597739
PMC7888277,33614974
PMC7888004,33597511
PMC7888003,0
PMC7887722,0
PMC7887721,33596882
PMC7887720,33613787
PMC7887719,33595774
PMC7887718,33596999
PMC7887715,0
PMC7887714,33597010
PMC7887712,33595809
PMC7887711,33595818
PMC7887710,33614469
PMC7887709,33614389
PMC7887567,33613778
PMC7887566,33595747
PMC7887565,33596963
PMC7887564,33613024
PMC7887563,33595767
PMC7887562,33596884
PMC7887561,33596829
PMC7887560,33596901
PMC7887559,0
PMC7887558,33596889
PMC7887552,33613779
PMC7887551,33597029
PMC7887550,33595695
PMC7887549,33595732
PMC7887548,33613014
PMC7887547,33595696
PMC7887546,33596844
PMC7887545,33595720
PMC7887544,33597581
PMC7887543,33596855
PMC7887542,33595746
PMC7887541,33595721
PMC7887540,33612897
PMC7887539,33596940
PMC7887538,33596826
PMC7887420,33612860
PMC7887419,33613853
PMC7887418,33595710
PMC7887417,33596902
PMC7887416,0
PMC7887415,33612971
PMC7887414,33596962
PMC7887413,0
PMC7887412,33595761
PMC7887411,33596975
PMC7887410,33613820
PMC7886849,33596822
PMC7886848,0
PMC7886847,33597722
PMC7886846,33595703
PMC7886845,33595772
PMC7886844,33596857
PMC7886843,0
PMC7886842,33595753
PMC7886649,0
PMC7886648,0
PMC7886647,33594639
PMC7886646,33613134
PMC7886645,0
PMC7886644,33596958
PMC7886643,33594522
PMC7886642,33595697
PMC7886609,33594616
PMC7886608,33594478
PMC7886607,33612896
PMC7886606,0
PMC7886605,33613151
PMC7886604,33613020
PMC7886429,33593332
PMC7886428,33594628
PMC7970825,33758624
PMC7886307,33594568
PMC7886306,33594485
PMC7886305,33593447
PMC7886304,33612894
PMC7886303,33594623
PMC7886302,0
PMC7886301,33594650
PMC7886300,33613736
PMC7886299,33593415
PMC7886191,33594608
PMC7886190,33613132
PMC7886186,33593404
PMC7886185,33593373
PMC7886183,33594531
PMC7885988,33613021
PMC7885987,33594520
PMC7885984,33613666
PMC7885983,33613123
PMC7885982,33594541
PMC7885981,33594475
PMC7885979,33594601
PMC7885978,33614395
PMC7885977,33612868
PMC7885976,33594599
PMC7885765,33594614
PMC7885764,0
PMC7885763,33594449
PMC7885762,33591566
PMC7885761,0
PMC7885760,33594500
PMC7885759,33591542
PMC7885758,33594277
PMC7885757,33591427
PMC7885756,33614904
PMC7885755,0
PMC7885754,0
PMC7885753,0
PMC7885751,0
PMC7885749,33591457
PMC7885748,33591431
PMC7885747,33594604
PMC7885311,33613003
PMC7885310,33614388
PMC7885137,33593280
PMC7884973,33591551
PMC7884972,33593388
PMC7884971,33612921
PMC7884970,33593397
PMC7884969,33593370
PMC7884968,33591558
PMC7884967,33612852
PMC7884966,33593318
PMC7884965,33612886
PMC7884964,33591398
PMC7884963,33591549
PMC7884962,33591397
PMC7884872,0
PMC7884871,33593317
PMC7884870,33593412
PMC7884869,33591481
PMC7884868,0
PMC7884867,0
PMC7884866,33593400
PMC7884608,0
PMC7884597,0
PMC7884263,33593376
PMC7884262,0
PMC7884261,33612861
PMC7884260,33613091
PMC7884208,33590313
PMC7884207,33613084
PMC7884206,33612873
PMC7884205,33590446
PMC7884204,33590259
PMC7884099,33590283
PMC7883995,33786571
PMC7883058,0
PMC7862979,0
PMC7862978,0
PMC7862977,0
PMC7862974,0
PMC7862971,0
PMC7862969,0
PMC7856624,33551707
PMC7856620,33551710
PMC7856609,33551709
PMC7856606,33551704
PMC7856603,33551706
PMC7856602,33551703
PMC7856597,33551705
PMC7856596,33551708
PMC7885752,33615756
PMC7885750,33615750
PMC7884100,33613022
PMC7884098,33612867
PMC7884097,33615143
PMC7884096,33590398
PMC7884066,33590456
PMC7884065,33612978
PMC7884064,33612895
PMC7884063,33612977
PMC7884062,33589778
PMC7884061,33613081
PMC7884060,33590263
PMC7884059,33612976
PMC7883996,33588884
PMC7883994,33589730
PMC7883973,33613086
PMC7883970,33613669
